molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"2wed_ligand",0,0,0,1,2,8,2,-2,552.563,8.589,779.006,326.960,152.858,297.513,1.675,1592.264,2.250,11.250,0.0463262,0.0216622,0.8465148,55.273,16.468,28.870,20.468,3.052,-3.625,-5.293,-0.878,40.357,-1.337,47.096,-2.521,8.906,1.030,5,-0.389,3,60.599,0.000,43.219,139.530,9,1,24,0,16,4,39,0,0.395
"2wec_ligand",0,0,0,1,2,13,2,-2,540.552,10.801,834.434,285.404,126.204,421.662,1.165,1608.061,1.500,10.500,0.0725546,0.0154114,0.7955017,53.880,17.366,26.904,18.099,3.796,-4.029,-5.634,-2.296,76.361,-1.547,87.779,-1.112,8.566,0.655,4,-0.488,2,69.911,0.000,40.181,139.951,9,1,16,0,16,0,38,0,3.909
"2web_ligand",1,0,0,1,2,13,2,-2,540.552,6.902,886.954,311.317,147.812,427.606,0.219,1660.997,1.500,10.500,0.0286841,0.0144989,0.7647326,56.055,18.270,27.030,18.129,3.954,-5.055,-5.634,-2.822,51.103,-1.904,52.087,-1.489,8.428,0.462,4,-0.374,2,67.718,0.000,36.351,151.589,9,1,16,0,16,0,38,0,0.154
"2we3_ligand",4,0,0,4,0,12,3,-2,468.144,11.618,614.501,111.936,446.511,46.314,9.741,1101.555,2.000,17.900,0.1225350,0.0411951,0.8394217,30.667,12.446,25.240,22.467,-1.944,0.107,-2.027,2.879,0.009,-4.361,0.001,-8.433,9.372,0.550,2,-2.709,1,0.000,0.000,0.000,275.819,16,2,11,0,11,4,28,1,0.002
"2wca_ligand",0,0,0,0,1,10,1,-2,381.385,6.524,709.139,269.471,237.851,201.817,0.000,1227.762,5.000,12.600,0.0346649,0.0397305,0.7819449,38.487,13.935,27.312,23.707,-0.604,-2.605,-1.930,-4.648,35.547,-2.633,21.519,-4.232,8.920,0.145,6,-1.135,2,51.167,0.000,23.814,176.934,10,0,12,0,12,4,27,0,0.055
"2wc4_ligand",1,0,1,0,0,12,0,-2,332.457,0.861,657.551,451.264,166.283,5.169,34.836,1132.972,4.000,8.300,0.0006536,0.0252452,0.7993091,31.532,11.100,20.118,13.867,1.553,-3.447,-2.835,-4.804,262.444,-1.809,180.812,-5.476,9.121,0.211,4,-0.467,2,79.334,0.000,0.000,97.569,6,0,9,0,9,6,22,0,0.000
"2wc3_ligand",0,0,1,0,0,12,0,-2,316.397,2.852,640.135,475.442,163.463,1.231,0.000,1102.222,4.000,9.300,0.0073793,0.0290564,0.8061315,30.263,10.502,20.133,14.752,0.916,-2.823,-2.248,-4.675,279.116,-1.837,124.540,-5.438,9.070,-0.893,4,-0.658,2,76.086,0.000,0.000,104.829,7,0,9,0,9,6,22,0,0.002
"2wbg_ligand",0,0,1,0,0,12,0,-2,316.397,6.404,642.702,470.857,170.557,1.287,0.000,1105.779,4.000,9.300,0.0370898,0.0289403,0.8046384,30.406,10.587,20.621,14.806,0.885,-2.860,-2.248,-4.699,239.059,-1.916,105.338,-5.569,9.107,-0.874,4,-0.653,2,74.700,0.000,0.000,106.662,7,0,9,0,9,6,22,0,0.001
"2wb5_ligand",0,0,0,0,1,9,0,-2,359.424,6.151,682.214,293.130,164.510,224.574,0.000,1191.076,4.000,9.100,0.0317672,0.0266778,0.7965332,37.879,12.960,23.476,18.184,1.117,-3.376,-2.902,-4.521,195.756,-1.708,121.498,-2.896,9.014,-0.520,7,-0.644,2,74.501,0.000,18.107,115.552,7,0,15,0,15,4,26,1,0.192
"2w67_ligand",3,1,0,0,1,4,0,-1,204.225,5.754,418.783,233.517,185.266,0.000,0.000,685.365,5.000,9.100,0.0483098,0.0485889,0.8976846,18.706,7.089,18.567,19.668,-2.444,0.652,1.474,-2.539,24.604,-0.812,18.358,-6.613,9.351,-1.473,3,-1.134,2,37.530,0.000,30.768,114.933,6,0,7,0,0,6,14,0,0.224
"2w66_ligand",3,1,0,0,1,6,0,-2,234.252,6.563,457.729,243.373,214.356,0.000,0.000,762.419,6.000,10.800,0.0564973,0.0577951,0.8817645,20.505,8.191,21.732,22.750,-2.862,0.652,1.504,-2.797,12.741,-1.238,9.240,-6.957,9.269,-1.276,4,-1.236,2,17.009,0.000,32.017,133.082,7,1,7,0,0,6,16,1,0.116
"2w47_ligand",4,0,0,2,0,9,2,-2,352.251,3.370,477.637,85.047,369.568,23.022,0.000,889.446,7.000,16.650,0.0127661,0.0922286,0.9364408,23.883,11.277,27.809,28.206,-2.518,-1.493,-0.658,0.945,0.199,-2.789,0.080,-7.385,10.000,0.189,5,-1.251,1,0.000,0.000,0.000,223.716,12,2,12,0,12,8,24,1,0.000
"2w26_ligand",0,0,0,0,0,3,0,-1,435.881,9.076,693.904,232.891,147.190,197.325,116.498,1226.018,1.000,10.700,0.0671812,0.0154200,0.7983563,42.869,13.119,22.877,15.116,2.124,-4.923,-4.758,-5.736,398.194,-0.871,794.833,-3.249,8.809,1.386,3,-0.328,3,85.917,0.000,0.000,117.460,8,0,22,0,22,5,29,0,0.003
"2w9h_ligand",0,0,0,0,0,7,0,-2,290.321,3.893,529.158,297.953,149.362,81.843,0.000,926.246,4.000,5.250,0.0163611,0.0198429,0.8684220,27.201,9.402,17.397,12.051,0.913,-2.837,-3.586,-4.051,379.754,-1.179,173.717,-3.312,8.436,-0.078,5,-0.273,3,78.457,0.000,0.000,97.346,7,0,12,0,12,0,21,0,0.262
"2w8y_ligand",2,0,0,0,0,3,0,0,429.601,5.068,749.933,535.899,97.611,116.423,0.000,1411.533,1.000,3.750,0.0181983,0.0050004,0.8114655,49.521,13.064,19.950,7.477,6.060,-8.075,-7.066,-5.138,1175.590,-0.606,589.235,-2.620,8.166,0.612,8,1.617,1,100.000,0.000,0.000,53.936,3,1,23,0,23,12,32,2,0.000
"2w8w_ligand",2,0,0,3,0,12,1,-2,334.222,9.775,550.906,174.575,327.165,45.547,3.619,961.611,4.000,10.950,0.0993678,0.0397527,0.8552377,25.059,10.713,21.505,17.578,0.150,-1.353,-2.235,1.331,0.127,-3.133,0.066,-6.237,9.429,0.515,6,-1.527,1,11.788,0.000,0.000,180.103,10,0,6,0,6,0,22,1,0.009
"2w8j_ligand",2,0,0,3,0,12,1,-2,334.222,7.769,550.857,174.408,327.058,46.080,3.310,962.165,4.000,10.950,0.0627260,0.0397563,0.8556431,25.087,10.720,21.012,17.581,0.154,-1.351,-2.235,1.335,0.127,-3.130,0.065,-6.233,9.072,0.273,6,-1.525,1,11.829,0.000,0.000,180.811,10,0,6,0,6,0,22,1,0.009
"2w08_ligand",1,1,0,3,0,7,1,-2,199.100,6.898,388.900,89.351,297.121,0.000,2.429,606.599,5.000,8.000,0.0784410,0.0459978,0.8911033,13.627,7.003,17.054,16.336,-3.003,-0.304,0.283,1.402,0.061,-1.949,0.032,-8.386,9.050,-0.010,3,-1.470,1,0.000,0.000,0.000,144.589,7,0,0,0,0,0,12,1,0.000
"2w5g_ligand",6,0,0,4,0,14,3,-2,507.183,11.624,641.393,53.634,478.836,94.289,14.634,1174.773,4.000,20.100,0.1150251,0.0626761,0.8394797,32.771,14.186,30.190,27.734,-2.334,-0.291,-2.222,2.651,0.005,-4.774,0.001,-8.668,8.873,0.651,4,-2.607,1,0.000,0.000,0.000,286.100,18,3,14,0,14,4,31,1,0.001
"2w4x_ligand",1,0,0,0,1,7,1,-2,265.222,8.240,479.239,197.009,282.230,0.000,0.000,797.898,5.000,11.500,0.0850963,0.0536575,0.8681159,21.283,8.714,21.593,21.895,-2.798,-0.600,-0.115,-2.292,12.726,-2.355,7.550,-6.049,9.905,0.445,3,-1.357,2,30.334,0.000,26.986,168.400,10,0,6,0,6,5,18,1,0.059
"2vzr_ligand",1,0,0,1,0,5,1,-2,194.141,2.820,353.120,83.542,269.578,0.000,0.000,562.005,4.000,9.500,0.0141493,0.0538060,0.9326871,13.127,6.490,15.352,16.515,-1.828,-0.893,-0.403,-0.814,6.968,-1.804,2.934,-6.008,11.138,-0.525,4,-1.070,2,31.333,0.000,0.000,142.175,7,0,6,0,6,5,13,1,0.024
"2vyt_ligand",2,2,0,1,0,7,0,-1,160.216,3.286,414.445,240.150,174.296,0.000,0.000,650.392,4.000,4.500,0.0165990,0.0217158,0.8759542,15.380,6.238,12.822,10.649,-2.508,0.635,1.154,-3.184,3.471,-0.576,1.691,-8.185,9.175,-0.756,4,-0.953,2,21.932,0.000,0.000,89.096,4,0,0,0,0,0,11,1,0.005
"2vxn_ligand",4,0,0,2,1,6,2,-2,171.046,9.174,355.186,37.208,313.029,0.000,4.949,517.192,4.000,9.200,0.1627132,0.0518038,0.8772909,10.691,5.772,16.474,19.344,-2.455,0.613,0.387,1.472,0.322,-2.498,0.323,-6.713,9.506,0.165,1,-1.732,1,3.756,0.000,41.111,139.207,7,0,0,0,0,0,10,1,0.136
"2vwo_ligand",1,1,0,0,0,5,1,1,492.927,10.714,769.059,136.075,123.667,329.954,179.362,1389.595,2.000,10.000,0.0825998,0.0183889,0.7830649,49.398,15.277,26.774,16.395,3.394,-5.338,-5.206,-7.342,165.982,-0.244,754.666,-4.219,8.923,1.420,4,0.193,3,86.556,65.291,0.000,105.434,7,0,22,0,22,4,33,0,0.000
"2vwn_ligand",0,1,0,0,0,6,0,-2,490.936,9.528,808.250,129.519,180.100,340.111,158.520,1414.348,3.000,11.700,0.0641907,0.0250727,0.7539171,49.844,16.552,29.068,19.853,2.266,-5.204,-4.478,-7.862,48.408,-1.123,153.162,-5.127,8.834,1.266,5,-0.127,3,70.373,42.025,0.000,128.880,8,0,22,0,22,4,33,0,0.000
"2vwm_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2vwl_ligand",0,1,0,0,0,7,0,-2,504.963,5.212,827.697,152.276,181.288,343.537,150.597,1464.924,3.000,11.700,0.0185437,0.0244836,0.7536508,51.258,17.081,28.889,19.708,2.536,-5.316,-4.748,-7.883,47.168,-1.218,134.762,-5.041,8.814,1.274,5,-0.049,2,58.790,37.322,0.000,127.252,8,1,22,0,22,4,34,0,0.000
"2vwc_ligand",3,0,0,0,0,18,1,-2,558.670,2.665,778.768,484.583,247.472,46.713,0.000,1635.232,2.250,13.350,0.0043439,0.0257137,0.8619393,48.176,15.659,26.757,16.068,2.270,-2.721,-5.521,-3.989,44.579,-2.742,17.148,-4.188,9.399,2.087,12,-0.271,1,56.793,0.000,0.000,162.621,10,1,6,0,6,0,40,1,0.069
"2vw5_ligand",2,0,0,0,0,18,1,-2,502.650,7.410,761.731,437.786,245.070,78.876,0.000,1545.531,5.000,9.150,0.0355298,0.0268599,0.8486884,44.894,15.795,27.698,16.121,3.010,-3.608,-5.832,-4.357,46.979,-2.790,18.148,-4.030,8.920,0.124,11,0.134,1,61.537,0.000,0.000,146.420,8,1,6,0,6,0,36,1,0.012
"2vw2_ligand",0,1,0,1,0,5,0,0,207.287,3.869,445.621,295.545,147.894,0.000,2.182,720.479,1.000,4.500,0.0207753,0.0100983,0.8721951,19.469,6.102,9.892,6.592,-0.948,-1.554,-0.637,-2.519,24.770,-0.630,13.141,-5.828,9.117,0.218,1,-0.614,2,46.340,0.000,0.000,75.072,4,0,6,0,6,6,13,0,0.009
"2vw1_ligand",2,0,0,1,1,9,0,-2,291.257,4.532,523.207,180.611,312.703,29.893,0.000,891.092,6.000,12.050,0.0230514,0.0564143,0.8559328,24.014,10.240,23.565,23.961,-2.296,-0.701,-0.444,-0.824,1.664,-2.825,1.060,-6.313,9.901,0.368,4,-1.545,1,4.502,0.000,26.764,179.167,9,1,6,0,6,3,20,1,0.028
"2vvv_ligand",0,0,0,0,0,5,0,-2,472.880,6.561,762.176,45.559,179.647,390.449,146.521,1326.409,2.000,11.000,0.0324583,0.0204104,0.7659991,47.447,15.826,26.054,18.144,2.670,-5.963,-5.727,-7.180,196.025,-1.419,539.588,-2.975,8.959,1.301,3,-0.170,3,83.607,30.095,0.000,131.819,9,0,22,0,22,0,32,1,0.001
"2vvu_ligand",0,1,0,0,0,5,0,1,474.936,8.367,799.146,166.574,134.152,348.005,150.414,1393.288,2.000,10.000,0.0502463,0.0176966,0.7549172,49.718,15.899,26.239,16.651,3.226,-5.716,-4.851,-7.883,132.018,-0.540,408.985,-4.349,8.975,1.238,4,0.173,3,83.790,33.885,0.000,107.147,7,0,22,0,22,4,32,1,0.000
"2vvs_ligand",0,0,0,0,1,8,1,-2,353.331,8.741,652.061,193.669,254.230,204.162,0.000,1108.440,5.000,12.600,0.0689322,0.0432083,0.7943614,35.019,12.866,26.745,24.737,-1.338,-1.929,-1.478,-4.459,21.429,-2.605,14.620,-4.718,8.930,0.074,5,-1.246,2,42.931,0.000,31.913,178.253,10,0,12,0,12,4,25,1,0.080
"2vvn_ligand",0,0,1,0,0,6,0,-1,248.296,3.581,447.443,248.199,145.266,5.209,48.770,756.088,4.000,8.800,0.0169573,0.0393346,0.8970341,20.302,7.675,17.076,15.039,-0.326,-1.650,-1.395,-3.223,415.282,-0.882,353.986,-5.665,8.818,0.020,4,-0.829,3,71.902,0.000,0.000,95.940,6,0,9,0,9,5,16,0,0.012
"2vvc_ligand",0,1,0,0,0,6,0,1,504.963,12.226,777.175,216.943,128.008,315.959,116.264,1425.503,2.000,11.700,0.1048660,0.0212903,0.7881788,50.059,15.797,27.918,17.780,2.642,-4.454,-4.773,-7.192,150.972,-0.488,307.334,-4.252,8.726,1.209,4,-0.074,3,68.457,11.847,0.000,112.526,8,1,22,0,22,4,34,0,0.001
"2vuk_ligand",1,1,0,0,0,3,0,2,238.332,1.184,516.916,243.279,21.452,252.185,0.000,874.111,1.000,1.500,0.0016029,0.0029018,0.8553085,29.310,8.445,11.270,5.105,3.727,-3.408,-3.118,-5.802,1546.570,0.586,876.831,-2.801,8.066,0.209,2,0.568,3,100.000,0.000,0.000,16.357,2,0,13,0,13,0,18,0,0.147
"2vt3_ligand",6,0,0,4,0,14,3,-2,507.183,11.624,641.393,53.634,478.836,94.289,14.634,1174.773,4.000,20.100,0.1150251,0.0626761,0.8394797,32.771,14.186,30.190,27.734,-2.334,-0.291,-2.222,2.651,0.005,-4.774,0.001,-8.668,8.873,0.651,4,-2.607,1,0.000,0.000,0.000,286.100,18,3,14,0,14,4,31,1,0.001
"2vsl_ligand",1,2,0,1,3,14,0,-2,475.587,6.801,890.417,497.094,209.527,183.796,0.000,1600.075,4.500,11.000,0.0289108,0.0262063,0.7430165,50.647,17.318,29.499,22.402,-1.334,-2.512,-0.729,-2.088,0.671,-2.014,0.736,-7.515,9.261,-0.076,8,-1.095,1,3.078,0.000,47.662,173.870,10,1,11,0,11,4,34,2,0.000
"2vrj_ligand",0,0,0,0,0,10,0,-2,332.457,5.044,643.808,442.484,145.717,0.000,55.607,1124.702,4.000,9.300,0.0226169,0.0288906,0.8123945,32.436,10.979,21.386,15.092,1.389,-3.444,-2.459,-4.568,411.211,-1.375,381.782,-3.245,8.723,0.545,4,-0.515,3,81.866,0.000,0.000,97.891,6,0,8,0,8,6,22,0,0.068
"2vqt_ligand",2,1,0,0,0,9,0,-2,219.240,4.032,432.097,190.737,238.411,2.950,0.000,716.691,7.000,9.300,0.0226889,0.0569444,0.8963378,16.777,8.249,20.659,19.828,-2.305,0.268,0.221,-3.950,13.550,-1.559,5.237,-7.102,9.043,-0.829,6,-0.995,2,20.749,0.000,0.000,133.088,7,1,6,0,6,4,15,1,0.032
"2vpo_ligand",0,0,0,1,0,2,0,-1,158.157,10.393,349.514,174.539,168.818,6.157,0.000,548.288,2.000,4.200,0.1970178,0.0169942,0.9269153,14.563,5.162,12.192,8.375,0.335,-1.211,-1.158,-0.936,62.893,-0.867,31.639,-4.417,9.333,-0.623,3,-0.792,2,61.100,0.000,0.000,94.138,5,0,6,0,6,3,11,0,0.372
"2vpn_ligand",1,0,0,1,0,1,0,-1,142.157,3.929,347.227,209.571,130.922,6.735,0.000,531.056,1.250,2.750,0.0290751,0.0088547,0.9133651,14.521,4.398,7.822,5.810,1.056,-1.555,-1.255,-1.158,143.869,-0.543,77.384,-3.813,9.339,-0.426,2,-0.626,3,71.751,0.000,0.000,72.587,4,0,6,0,6,3,10,0,0.579
"2vpe_ligand",19,2,1,1,7,31,0,-2,802.927,15.375,1236.737,683.466,553.271,0.000,0.000,2428.952,10.500,21.400,0.0973245,0.0560701,0.7065893,71.148,27.875,52.861,46.077,-6.563,1.457,0.428,3.696,0.000,-7.896,0.000,-12.865,8.526,-0.518,16,-3.293,1,0.000,0.000,135.116,432.642,23,3,0,0,0,0,56,2,0.000
"2vot_ligand",1,0,0,0,0,8,0,-2,305.333,3.470,573.613,139.292,199.407,234.914,0.000,974.922,5.000,9.300,0.0123496,0.0362534,0.8289457,29.969,11.398,22.299,18.773,0.130,-2.531,-2.524,-5.420,127.328,-1.853,53.318,-3.599,7.947,-0.363,9,-0.731,2,65.381,0.000,0.000,115.012,7,0,15,0,15,4,22,1,0.226
"2vo5_ligand",0,1,0,0,0,7,0,-1,279.335,4.210,502.194,167.736,149.760,184.698,0.000,892.942,4.000,7.850,0.0198477,0.0312628,0.8929812,26.851,9.938,18.957,15.249,0.138,-0.783,-1.256,-4.871,93.891,-0.712,42.438,-5.019,8.952,-0.305,6,-0.570,2,63.058,0.000,0.000,87.264,5,0,14,0,14,7,20,0,0.440
"2vo4_ligand",1,0,0,0,0,3,1,0,169.198,6.745,365.016,47.323,97.623,143.345,76.724,564.955,0.800,1.500,0.0805282,0.0036756,0.9054447,15.898,5.858,8.035,4.251,2.174,-2.143,-2.360,-3.746,1175.276,-0.223,1550.454,-2.526,9.641,1.404,3,-0.259,3,94.624,0.000,0.000,45.006,3,0,6,0,6,0,11,0,2.895
"2vnp_ligand",3,1,0,3,0,9,2,-2,249.097,8.327,437.884,214.270,213.115,0.000,10.499,720.643,0.000,9.000,0.0962078,0.0000000,0.8877411,16.907,6.509,11.274,9.106,-2.675,2.000,0.860,1.348,0.382,-1.358,0.260,-6.646,8.098,-0.185,1,-2.563,1,3.810,0.000,0.000,125.429,8,0,0,0,0,0,14,1,5.632
"2vmf_ligand",0,0,0,0,0,5,0,-2,200.194,4.547,386.668,104.968,194.465,87.235,0.000,629.762,4.000,8.300,0.0328337,0.0429309,0.9189204,16.672,7.152,15.950,15.497,-1.177,-1.070,-0.966,-3.260,141.838,-1.273,59.915,-4.316,9.279,-0.621,4,-0.863,2,58.565,0.000,0.000,102.886,6,0,9,0,9,4,14,0,0.824
"2vmd_ligand",2,0,0,0,0,6,1,-2,194.184,6.132,386.909,212.104,174.805,0.000,0.000,626.084,4.000,10.200,0.0600591,0.0527256,0.9147696,15.049,6.321,16.499,16.421,-1.658,-0.896,-0.255,-2.911,217.884,-1.191,95.290,-4.165,10.571,-2.016,4,-1.000,2,59.086,0.000,0.000,104.362,6,0,6,0,6,5,13,0,1.688
"2vmc_ligand",2,0,0,0,1,6,1,-2,221.210,7.212,433.099,214.008,219.091,0.000,0.000,704.457,5.000,11.000,0.0738442,0.0567925,0.8840590,18.186,7.417,19.832,21.467,-2.588,-0.292,0.238,-2.034,45.935,-1.667,33.506,-4.981,9.851,-0.980,3,-1.316,2,41.540,0.000,32.176,132.953,7,0,6,0,6,5,15,0,1.179
"2vl4_ligand",3,1,0,0,0,5,0,-1,163.173,2.236,348.815,146.449,202.365,0.000,0.000,550.752,5.000,8.300,0.0090802,0.0532070,0.9315540,12.677,6.112,15.595,16.330,-2.221,0.242,0.563,-3.366,29.769,-0.894,12.262,-6.832,9.702,-2.247,4,-0.832,2,40.320,0.000,0.000,101.270,5,0,6,0,6,5,11,0,0.042
"2vkm_ligand",9,1,0,0,0,16,0,-2,658.811,11.660,1113.491,412.438,178.885,521.531,0.637,2074.996,4.000,13.450,0.0655250,0.0241582,0.7065719,71.594,24.309,38.180,22.741,5.002,-7.262,-7.393,-9.493,49.709,-2.390,21.514,-3.506,8.901,1.045,8,0.673,1,60.681,0.000,0.000,150.333,10,2,24,0,24,0,47,2,0.000
"2vk6_ligand",2,0,0,1,1,9,0,-2,291.257,4.532,523.207,180.611,312.703,29.893,0.000,891.092,6.000,12.050,0.0230514,0.0564143,0.8559328,24.014,10.240,23.565,23.961,-2.296,-0.701,-0.444,-0.824,1.664,-2.825,1.060,-6.313,9.901,0.368,4,-1.545,1,4.502,0.000,26.764,179.167,9,1,6,0,6,3,20,1,0.028
"2vk2_ligand",1,0,0,0,0,6,1,-2,176.126,1.896,337.088,59.183,248.527,29.378,0.000,524.427,5.000,7.350,0.0068539,0.0487561,0.9329929,11.262,6.375,14.801,15.660,-1.885,-0.645,-0.834,-2.756,43.563,-1.702,16.726,-5.420,8.967,-0.613,3,-0.889,2,45.243,0.000,0.000,116.440,6,0,5,0,5,2,12,0,0.151
"2vjx_ligand",3,0,0,0,1,4,0,-2,161.157,4.179,344.126,131.079,213.048,0.000,0.000,539.626,4.000,7.600,0.0323555,0.0441699,0.9314856,12.873,5.839,14.237,17.614,-2.226,0.495,0.080,-1.266,43.263,-1.315,38.642,-5.062,9.771,-1.021,3,-1.163,2,43.195,0.000,42.646,107.068,5,0,6,0,6,4,11,0,4.367
"2vj8_ligand",0,1,0,1,1,14,1,-2,400.474,2.254,634.795,183.396,174.361,277.038,0.000,1238.637,4.000,7.950,0.0041034,0.0250475,0.8786735,37.073,13.843,22.499,17.289,0.023,-1.087,-3.070,-2.361,7.725,-1.387,6.845,-4.476,8.980,-0.109,7,-0.643,2,42.969,0.000,32.041,127.306,7,0,12,0,12,0,29,2,1.097
"2vhj_ligand",4,0,0,3,0,11,2,-2,427.204,5.162,624.301,69.301,431.476,115.725,7.799,1081.901,4.000,16.100,0.0246333,0.0515777,0.8163872,31.186,13.057,25.986,24.236,-1.673,-1.410,-2.283,0.368,0.013,-4.396,0.006,-8.008,8.506,0.257,4,-2.000,1,0.000,0.000,0.000,240.349,15,2,14,0,14,4,27,1,0.000
"2vfk_ligand",4,0,0,2,0,8,1,-2,347.224,12.697,565.645,73.018,386.765,101.440,4.422,949.237,6.000,14.100,0.1698244,0.0610591,0.8257918,27.666,11.770,28.417,25.314,-1.979,-1.964,-1.691,-1.220,0.137,-3.689,0.056,-7.522,8.314,0.059,4,-1.520,1,0.000,0.000,0.000,191.078,12,2,14,0,14,4,23,1,0.000
"2vc9_ligand",2,1,0,0,1,5,0,-1,204.225,7.861,432.731,247.526,185.205,0.000,0.000,699.053,5.000,9.100,0.0884076,0.0470228,0.8802788,18.612,7.093,19.010,19.438,-2.424,0.688,1.049,-2.821,24.896,-0.933,18.384,-6.515,9.266,-0.847,3,-1.205,2,37.741,0.000,30.197,114.807,6,0,6,0,6,5,14,0,0.304
"2vba_ligand",0,0,0,0,0,3,0,0,232.300,5.894,482.310,162.498,64.012,221.106,34.695,789.816,1.000,4.000,0.0439823,0.0082934,0.8567532,25.640,7.921,12.239,7.574,2.516,-3.353,-3.027,-4.904,2448.338,-0.114,2017.122,-1.632,8.454,1.208,3,-0.112,3,100.000,0.000,0.000,48.212,3,0,11,0,11,0,16,0,2.404
"2vb8_ligand",0,0,0,0,0,3,0,0,210.290,6.286,436.623,273.399,79.606,48.043,35.575,738.614,1.000,2.750,0.0535054,0.0062983,0.9050461,21.938,6.625,10.316,5.162,2.447,-2.924,-2.613,-3.298,1741.796,-0.178,1411.618,-2.529,9.535,0.592,3,-0.012,3,100.000,0.000,0.000,50.056,2,0,5,0,5,1,14,0,0.704
"2v95_ligand",0,0,0,0,0,5,0,-2,362.465,2.104,584.573,367.952,189.361,27.260,0.000,1098.240,3.000,8.150,0.0040301,0.0241479,0.8806261,34.847,10.724,20.290,13.918,1.604,-3.113,-3.440,-3.594,158.559,-1.366,67.585,-4.433,10.414,0.456,5,-0.093,3,75.716,0.000,0.000,108.392,5,0,17,0,17,14,26,0,0.005
"2v88_ligand",17,2,1,1,8,33,0,-2,902.059,11.043,1459.712,972.316,487.396,0.000,0.000,2833.201,8.750,23.150,0.0430406,0.0469124,0.6633601,86.041,31.810,55.103,44.524,-4.829,-1.475,-0.329,4.371,0.000,-8.013,0.001,-11.459,8.408,-0.328,15,-3.068,1,0.000,0.000,130.249,442.377,25,3,0,0,0,0,63,2,0.000
"2v77_ligand",2,0,0,4,0,10,0,-2,290.269,3.169,518.081,184.990,333.090,0.000,0.000,894.925,4.000,8.000,0.0112243,0.0308832,0.8668790,23.240,9.808,18.091,14.764,1.165,-1.699,-2.055,3.544,0.112,-2.994,0.016,-6.698,10.824,-0.765,4,-1.393,1,16.730,0.000,0.000,188.480,8,0,0,0,0,0,20,1,0.001
"2v59_ligand",0,0,0,0,0,5,0,-2,297.316,5.746,556.301,185.319,178.384,192.598,0.000,941.748,4.000,5.500,0.0350533,0.0197735,0.8352405,30.164,10.411,19.115,13.754,1.429,-3.435,-3.878,-5.116,201.504,-1.443,87.572,-3.649,8.208,0.628,3,-0.213,3,76.555,0.000,0.000,101.879,7,0,16,0,16,0,22,0,0.024
"2v58_ligand",0,0,0,0,0,3,0,-1,395.056,3.913,511.757,0.000,176.507,212.730,122.521,864.654,4.000,4.000,0.0177049,0.0156324,0.8576882,28.555,10.722,18.257,12.778,1.977,-3.822,-6.239,-4.849,209.936,-0.916,429.313,-3.735,8.456,0.883,1,-0.131,3,80.081,0.000,0.000,87.677,5,0,16,0,16,0,20,0,0.011
"2v57_ligand",2,0,0,0,0,2,0,-1,209.250,0.370,432.065,0.000,138.149,293.917,0.000,704.991,3.000,3.000,0.0001943,0.0120263,0.8866214,23.582,8.490,13.700,10.606,1.455,-2.512,-2.955,-4.768,485.105,-0.729,226.348,-2.838,7.627,1.060,3,-0.256,3,83.535,0.000,0.000,64.231,3,0,14,0,14,0,16,0,0.948
"2v54_ligand",2,0,0,3,0,9,2,-2,402.191,6.900,522.559,168.832,323.070,29.206,1.452,967.573,2.000,13.900,0.0491993,0.0376179,0.9053554,27.068,10.385,20.401,18.008,-0.742,-0.340,-2.354,2.220,0.139,-2.603,0.070,-6.507,9.399,0.399,3,-1.894,1,0.000,0.000,0.000,212.548,13,1,11,0,11,4,25,1,0.057
